"Element_Portion","Element","ID","Specimen_No","i.Element_Portion","Immature","Site","Taxon","Anatomy","Proximal Fusion","Distal Fusion"
8,"PH2","Barcin Bone 2547",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","Proximal epiphysis fused",""
8,"PH2","Barcin Bone 2548",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","Proximal epiphysis fused",""
18,"Uln","Barcin Bone 2553",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","ulna","",""
5,"Mtt_dist","Barcin Bone 2659",24,5,0,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","","Distal epiphysis fusing"
6,"Mtt_prox","Barcin Bone 2660",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","",""
14,"Hum","Barcin Bone 2716",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","","Distal epiphysis fused"
14,"Hum","Barcin Bone 2746",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","",""
7,"PH1","Barcin Bone 2748",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","",""
14,"Hum","Barcin Bone 2769",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","Proximal epiphysis unfused",""
6,"Mtt_prox","Barcin Bone 2775",25,6,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","",""
7,"PH1","Barcin Bone 2776",26,7,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","",""
4,"Mtc_prox","Barcin Bone 2809",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","",""
14,"Hum","Barcin Bone 2828",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","",""
10,"Rad_prox","Barcin Bone 2832",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","radius bone","Proximal epiphysis fused",""
15,"Pel","Barcin Bone 2833",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
14,"Hum","Barcin Bone 2834",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","",""
3,"Mtc_dist","Barcin Bone 2855",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","","Distal epiphysis fused"
7,"PH1","Barcin Bone 2856",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis unfused",""
7,"PH1","Barcin Bone 2857",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis fused",""
7,"PH1","Barcin Bone 2858",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis fused",""
7,"PH1","Barcin Bone 2859",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis fused",""
7,"PH1","Barcin Bone 2860",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis fused",""
8,"PH2","Barcin Bone 2861",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","Proximal epiphysis fused",""
8,"PH2","Barcin Bone 2862",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","Proximal epiphysis fused",""
8,"PH2","Barcin Bone 2863",28,8,1,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","Proximal epiphysis unfused",""
14,"Hum","Barcin Bone 2866",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","",""
10,"Rad_prox","Barcin Bone 2867",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","radius bone","",""
12,"Fem_dist","Barcin Bone 2868",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","femur","","Distal epiphysis fused"
6,"Mtt_prox","Barcin Bone 2869",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","",""
12,"Fem_dist","Barcin Bone 2871",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","femur","","Distal epiphysis fused"
7,"PH1","Barcin Bone 2889",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","",""
9,"Rad_dist","Barcin Bone 2890",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","radius bone","","Distal epiphysis unfused"
8,"PH2","Barcin Bone 2900",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","Proximal epiphysis fused",""
8,"PH2","Barcin Bone 2901",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","Proximal epiphysis unfused",""
4,"Mtc_prox","Barcin Bone 2919",29,4,1,"Barcin","Bos taurus Linnaeus, 1758","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","",""
14,"Hum","Barcin Bone 2920",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","",""
13,"Fem_prox","Barcin Bone 2921",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","femur","",""
14,"Hum","Barcin Bone 2932",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","","Distal epiphysis fusing"
11,"Tib_dist","Barcin Bone 2933",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","tibia","",""
1,"Ast","Barcin Bone 2934",30,1,1,"Barcin","Bos taurus Linnaeus, 1758","talus","",""
13,"Fem_prox","Barcin Bone 2948",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","femur","Proximal epiphysis unfused",""
7,"PH1","Barcin Bone 2949",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis fused",""
7,"PH1","Barcin Bone 2950",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis unfused",""
7,"PH1","Barcin Bone 2951",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis fused",""
8,"PH2","Barcin Bone 2952",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","Proximal epiphysis fused",""
8,"PH2","Barcin Bone 2953",31,8,0,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","Proximal epiphysis fused",""
7,"PH1","Barcin Bone 2954",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","",""
8,"PH2","Barcin Bone 2955",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","",""
15,"Pel","Barcin Bone 2956",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
5,"Mtt_dist","Barcin Bone 2967",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","","Distal epiphysis fused"
11,"Tib_dist","Barcin Bone 3000",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","tibia","","Distal epiphysis fused"
18,"Uln","Barcin Bone 3001",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","ulna","Proximal epiphysis fused",""
16,"Sca","Barcin Bone 3002",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","scapula","",""
6,"Mtt_prox","Barcin Bone 3003",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","",""
15,"Pel","Barcin Bone 3018",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
4,"Mtc_prox","Barcin Bone 3019",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","",""
5,"Mtt_dist","Barcin Bone 3020",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","","Distal epiphysis unfused"
6,"Mtt_prox","Barcin Bone 3021",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","",""
4,"Mtc_prox","Barcin Bone 3022",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","",""
7,"PH1","Barcin Bone 3047",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis fused",""
6,"Mtt_prox","Barcin Bone 3052",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","",""
7,"PH1","Barcin Bone 3053",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","",""
8,"PH2","Barcin Bone 3054",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","",""
4,"Mtc_prox","Barcin Bone 3073",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","",""
11,"Tib_dist","Barcin Bone 3074",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","tibia","",""
11,"Tib_dist","Barcin Bone 3105",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","tibia","",""
7,"PH1","Barcin Bone 3106",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis fused",""
8,"PH2","Barcin Bone 3107",34,8,1,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","Proximal epiphysis unfused",""
7,"PH1","Barcin Bone 3108",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis unfused",""
11,"Tib_dist","Barcin Bone 3156",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","tibia","","Distal epiphysis fused"
14,"Hum","Barcin Bone 3165",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","","Distal epiphysis unfused"
9,"Rad_dist","Barcin Bone 3166",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","radius bone","","Distal epiphysis unfused"
15,"Pel","Barcin Bone 3203",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
16,"Sca","Barcin Bone 3204",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","scapula","",""
2,"Cal","Barcin Bone 3221",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","calcaneus","",""
15,"Pel","Barcin Bone 3231",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
10,"Rad_prox","Barcin Bone 3233",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","radius bone","Proximal epiphysis fused",""
7,"PH1","Barcin Bone 3234",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis fused",""
8,"PH2","Barcin Bone 3237",36,8,1,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","Proximal epiphysis unfused",""
7,"PH1","Barcin Bone 3241",37,7,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis unfused",""
16,"Sca","Barcin Bone 3242",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","scapula","","Distal epiphysis fused"
14,"Hum","Barcin Bone 3243",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","humerus","Proximal epiphysis fused",""
6,"Mtt_prox","Barcin Bone 3245",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","",""
16,"Sca","Barcin Bone 3285",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","scapula","","Distal epiphysis fused"
11,"Tib_dist","Barcin Bone 3286",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","tibia","","Distal epiphysis fused"
6,"Mtt_prox","Barcin Bone 3287",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","",""
8,"PH2","Barcin Bone 3288",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","",""
8,"PH2","Barcin Bone 3289",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","",""
6,"Mtt_prox","Barcin Bone 3290",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","",""
2,"Cal","Barcin Bone 3297",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","calcaneus","",""
5,"Mtt_dist","Barcin Bone 3302",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","","Distal epiphysis unfused"
11,"Tib_dist","Barcin Bone 3314",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","tibia","",""
3,"Mtc_dist","Barcin Bone 3401",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","","Distal epiphysis fused"
5,"Mtt_dist","Barcin Bone 3406",38,5,0,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","","Distal epiphysis fused"
7,"PH1","Barcin Bone 3413",39,7,0,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis fused",""
7,"PH1","Barcin Bone 3414",40,7,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis unfused",""
14,"Hum","Barcin Bone 3438",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","","Distal epiphysis unfused"
14,"Hum","Barcin Bone 3439",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","","Distal epiphysis fused"
17,"Tib_prox","Barcin Bone 3440",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","tibia","Proximal epiphysis unfused",""
2,"Cal","Barcin Bone 3442",41,2,1,"Barcin","Bos taurus Linnaeus, 1758","calcaneus","Proximal epiphysis unfused",""
2,"Cal","Barcin Bone 3443",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","calcaneus","",""
4,"Mtc_prox","Barcin Bone 3444",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","",""
7,"PH1","Barcin Bone 3445",42,7,0,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis fused",""
15,"Pel","Barcin Bone 3446",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
4,"Mtc_prox","Barcin Bone 3472",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","",""
4,"Mtc_prox","Barcin Bone 3473",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","",""
7,"PH1","Barcin Bone 3475",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","",""
15,"Pel","Barcin Bone 3480",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
8,"PH2","Barcin Bone 3499",43,8,0,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","Proximal epiphysis fused",""
15,"Pel","Barcin Bone 3508",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
15,"Pel","Barcin Bone 3509",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
6,"Mtt_prox","Barcin Bone 3527",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","",""
15,"Pel","Barcin Bone 3528",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
7,"PH1","Barcin Bone 3537",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis unfused",""
14,"Hum","Barcin Bone 3555",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","","Distal epiphysis fused"
14,"Hum","Barcin Bone 3556",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","","Distal epiphysis fused"
11,"Tib_dist","Barcin Bone 3557",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","tibia","","Distal epiphysis fused"
17,"Tib_prox","Barcin Bone 3558",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","tibia","Proximal epiphysis unfused",""
6,"Mtt_prox","Barcin Bone 3563",45,6,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","",""
5,"Mtt_dist","Barcin Bone 3564",46,5,0,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","","Distal epiphysis fused"
5,"Mtt_dist","Barcin Bone 3565",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","","Distal epiphysis unfused"
5,"Mtt_dist","Barcin Bone 3566",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","","Distal epiphysis unfused"
2,"Cal","Barcin Bone 3567",47,2,1,"Barcin","Bos taurus Linnaeus, 1758","calcaneus","",""
15,"Pel","Barcin Bone 3568",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
6,"Mtt_prox","Barcin Bone 3602",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","",""
7,"PH1","Barcin Bone 3603",48,7,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis unfused",""
8,"PH2","Barcin Bone 3604",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","",""
15,"Pel","Barcin Bone 3605",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
16,"Sca","Barcin Bone 3609",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","scapula","","Distal epiphysis unfused"
7,"PH1","Barcin Bone 3627",49,7,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","",""
7,"PH1","Barcin Bone 3628",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","",""
8,"PH2","Barcin Bone 3629",50,8,1,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","",""
8,"PH2","Barcin Bone 3630",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","",""
16,"Sca","Barcin Bone 3631",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","scapula","",""
13,"Fem_prox","Barcin Bone 3633",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","femur","",""
16,"Sca","Barcin Bone 3639",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","scapula","","Distal epiphysis unfused"
2,"Cal","Barcin Bone 3646",51,2,0,"Barcin","Bos taurus Linnaeus, 1758","calcaneus","Proximal epiphysis fused",""
7,"PH1","Barcin Bone 3650",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis fused",""
8,"PH2","Barcin Bone 3651",52,8,0,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","Proximal epiphysis fused",""
14,"Hum","Barcin Bone 3652",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","","Distal epiphysis fused"
2,"Cal","Barcin Bone 3671",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","calcaneus","Proximal epiphysis fused",""
5,"Mtt_dist","Barcin Bone 3673",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","","Distal epiphysis unfused"
12,"Fem_dist","Barcin Bone 3680",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","femur","","Distal epiphysis fused"
18,"Uln","Barcin Bone 3681",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","ulna","Proximal epiphysis fused",""
13,"Fem_prox","Barcin Bone 3720",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","femur","",""
13,"Fem_prox","Barcin Bone 3737",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","femur","",""
